Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Sentiment,Is opened?,Device,Within work hours,Within workdays
342,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Operational Issues,3/5/2024,positive,opened,desktop,yes,yes
343,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Training and Development,3/8/2024,neutral,opened,mobile,yes,yes
344,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Training and Development,3/18/2024,neutral,opened,desktop,yes,yes
345,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Meeting Scheduling,3/20/2024,neutral,opened,desktop,yes,yes
346,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Client Related Communication,3/7/2024,positive,opened,desktop,no,yes
347,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Client Related Communication,3/20/2024,neutral,opened,desktop,yes,yes
348,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Client Related Communication,3/19/2024,positive,opened,mobile,yes,yes
349,Mata McGifford,Middle level management,Customer Service,Morly Finey,Professional,Customer Service,Client Related Communication,3/20/2024,positive,opened,mobile,yes,yes
350,Mata McGifford,Middle level management,Customer Service,Morly Finey,Professional,Customer Service,Meeting Scheduling,3/13/2024,neutral,opened,desktop,yes,yes
351,Mata McGifford,Middle level management,Customer Service,Morly Finey,Professional,Customer Service,Client Related Communication,3/6/2024,positive,opened,desktop,no,yes
352,Mata McGifford,Middle level management,Customer Service,Morly Finey,Professional,Customer Service,Vendor Relations,3/27/2024,positive,opened,desktop,yes,yes
353,Mata McGifford,Middle level management,Customer Service,Morly Finey,Professional,Customer Service,Client Related Communication,3/28/2024,negative,opened,desktop,yes,yes
354,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/20/2024,positive,opened,desktop,yes,yes
355,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Technical Support,3/16/2024,negative,opened,mobile,no,no
356,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Project Updates,3/11/2024,neutral,opened,desktop,yes,yes
357,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/11/2024,positive,unopened,desktop,yes,yes
358,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/20/2024,positive,opened,mobile,yes,yes
359,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Operational Issues,3/7/2024,neutral,opened,mobile,yes,yes
360,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Operational Issues,3/6/2024,neutral,opened,desktop,yes,yes
361,Mata McGifford,Middle level management,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/12/2024,neutral,opened,desktop,yes,yes
362,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/4/2024,positive,opened,desktop,yes,yes
363,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Meeting Scheduling,3/26/2024,neutral,opened,desktop,yes,yes
364,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/23/2024,neutral,unopened,desktop,no,no
365,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Project Updates,3/27/2024,positive,opened,desktop,yes,yes
366,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/25/2024,negative,opened,desktop,yes,yes
367,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/11/2024,negative,opened,desktop,yes,yes
368,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/6/2024,negative,opened,mobile,yes,yes
369,Mata McGifford,Middle level management,Customer Service,Maribelle Oliver,Professional,Customer Service,Internal Policies and Procedures,3/20/2024,neutral,opened,desktop,no,yes
370,Mort De Benedictis,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Operational Issues,3/5/2024,neutral,opened,desktop,yes,yes
371,Mort De Benedictis,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/19/2024,neutral,opened,desktop,yes,yes
372,Mort De Benedictis,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/12/2024,neutral,unopened,desktop,yes,yes
373,Mort De Benedictis,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/8/2024,negative,opened,desktop,yes,yes
374,Mort De Benedictis,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Project Updates,3/14/2024,neutral,opened,mobile,yes,yes
375,Tamara Brewitt,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/29/2024,neutral,unopened,mobile,yes,yes
376,Tamara Brewitt,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Security Alerts,3/5/2024,neutral,opened,mobile,yes,yes
377,Tamara Brewitt,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/25/2024,neutral,unopened,desktop,no,yes
378,Tamara Brewitt,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Meeting Scheduling,3/20/2024,negative,opened,desktop,yes,yes
379,Edithe Cinnamond,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Operational Issues,3/29/2024,neutral,opened,desktop,no,yes
380,Angie Penticost,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/12/2024,positive,opened,mobile,yes,yes
381,Angie Penticost,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/8/2024,negative,opened,desktop,yes,yes
382,Angie Penticost,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/11/2024,negative,opened,desktop,yes,yes
383,Maribelle Oliver,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Client Related Communication,3/20/2024,neutral,opened,desktop,yes,yes
384,Maribelle Oliver,Professional,Customer Service,Mata McGifford,Middle level management,Customer Service,Project Updates,3/6/2024,neutral,opened,desktop,yes,yes
385,Mort De Benedictis,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Operational Issues,3/26/2024,neutral,opened,desktop,yes,yes
386,Mort De Benedictis,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Legal Matters,3/4/2024,negative,opened,mobile,no,yes
387,Mort De Benedictis,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Training and Development,3/21/2024,positive,opened,desktop,yes,yes
388,Mort De Benedictis,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/29/2024,neutral,opened,desktop,yes,yes
389,Mort De Benedictis,Professional,Customer Service,Edithe Cinnamond,Professional,Customer Service,Operational Issues,3/28/2024,negative,opened,mobile,yes,yes
390,Mort De Benedictis,Professional,Customer Service,Edithe Cinnamond,Professional,Customer Service,Project Updates,3/22/2024,positive,opened,mobile,yes,yes
391,Mort De Benedictis,Professional,Customer Service,Edithe Cinnamond,Professional,Customer Service,Meeting Scheduling,3/25/2024,neutral,opened,desktop,yes,yes
392,Morly Finey,Professional,Customer Service,Angie Penticost,Professional,Customer Service,Meeting Scheduling,3/19/2024,positive,opened,desktop,no,yes
393,Morly Finey,Professional,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/11/2024,positive,opened,desktop,yes,yes
394,Morly Finey,Professional,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/21/2024,neutral,opened,desktop,no,yes
395,Morly Finey,Professional,Customer Service,Angie Penticost,Professional,Customer Service,Client Related Communication,3/21/2024,neutral,opened,desktop,yes,yes
396,Angie Penticost,Professional,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/26/2024,positive,opened,desktop,yes,yes
397,Angie Penticost,Professional,Customer Service,Maribelle Oliver,Professional,Customer Service,Project Updates,3/19/2024,neutral,opened,desktop,yes,yes
398,Angie Penticost,Professional,Customer Service,Maribelle Oliver,Professional,Customer Service,Client Related Communication,3/16/2024,positive,opened,desktop,no,no
399,Angie Penticost,Professional,Customer Service,Maribelle Oliver,Professional,Customer Service,Operational Issues,3/30/2024,neutral,opened,desktop,no,no
400,Maribelle Oliver,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/21/2024,positive,opened,desktop,yes,yes
401,Maribelle Oliver,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Operational Issues,3/5/2024,positive,opened,mobile,yes,yes
402,Maribelle Oliver,Professional,Customer Service,Tamara Brewitt,Professional,Customer Service,Meeting Scheduling,3/21/2024,neutral,opened,desktop,yes,yes
403,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Meeting Scheduling,3/5/2024,positive,opened,desktop,yes,yes
404,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/13/2024,neutral,opened,desktop,yes,yes
405,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Internal Policies and Procedures,3/27/2024,positive,opened,desktop,yes,yes
406,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/23/2024,neutral,opened,desktop,no,no
407,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Project Updates,3/12/2024,positive,opened,desktop,yes,yes
408,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/18/2024,neutral,opened,desktop,yes,yes
409,Blithe Arnaudet,Middle level management,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/19/2024,neutral,opened,desktop,yes,yes
410,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Training and Development,3/14/2024,neutral,opened,mobile,no,yes
411,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/25/2024,negative,opened,desktop,yes,yes
412,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Project Updates,3/18/2024,positive,opened,desktop,no,yes
413,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/15/2024,positive,opened,mobile,yes,yes
414,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/18/2024,positive,opened,desktop,yes,yes
415,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/11/2024,neutral,opened,desktop,yes,yes
416,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/18/2024,neutral,unopened,mobile,yes,yes
417,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/26/2024,positive,opened,desktop,yes,yes
418,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Meeting Scheduling,3/6/2024,neutral,opened,mobile,yes,yes
419,Blithe Arnaudet,Middle level management,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Operational Issues,3/30/2024,positive,opened,desktop,no,no
420,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,3/19/2024,neutral,opened,desktop,no,yes
421,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,3/13/2024,positive,opened,desktop,yes,yes
422,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,3/21/2024,neutral,opened,mobile,yes,yes
423,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Meeting Scheduling,3/6/2024,positive,opened,desktop,yes,yes
424,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Project Updates,3/21/2024,negative,unopened,desktop,yes,yes
425,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Internal Policies and Procedures,3/4/2024,neutral,opened,desktop,yes,yes
426,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,3/6/2024,neutral,opened,desktop,yes,yes
427,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Training and Development,3/18/2024,neutral,opened,desktop,yes,yes
428,Constantino FitzGilbert,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Meeting Scheduling,3/7/2024,neutral,opened,desktop,yes,yes
429,Ozzy Jeffries,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,3/19/2024,neutral,opened,mobile,yes,yes
430,Ozzy Jeffries,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,3/26/2024,positive,opened,desktop,yes,yes
431,Ozzy Jeffries,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Operational Issues,3/20/2024,neutral,opened,desktop,yes,yes
432,Ozzy Jeffries,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Project Updates,3/13/2024,neutral,opened,desktop,no,yes
433,Ozzy Jeffries,Professional,Finance and Accounting,Blithe Arnaudet,Middle level management,Finance and Accounting,Training and Development,3/5/2024,neutral,opened,desktop,yes,yes
434,Ozzy Jeffries,Professional,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/7/2024,neutral,opened,desktop,yes,yes
435,Ozzy Jeffries,Professional,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Meeting Scheduling,3/21/2024,neutral,opened,mobile,yes,yes
436,Ozzy Jeffries,Professional,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Finance and Accounting,3/13/2024,neutral,opened,mobile,yes,yes
437,Ozzy Jeffries,Professional,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Meeting Scheduling,3/22/2024,neutral,opened,desktop,yes,yes
438,Ozzy Jeffries,Professional,Finance and Accounting,Constantino FitzGilbert,Professional,Finance and Accounting,Internal Policies and Procedures,3/14/2024,neutral,opened,desktop,yes,yes
439,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Operational Issues,3/21/2024,neutral,opened,desktop,no,yes
440,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Operational Issues,3/4/2024,positive,opened,desktop,no,yes
441,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/6/2024,neutral,opened,desktop,yes,yes
442,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,HR related topics,3/12/2024,positive,unopened,desktop,yes,yes
443,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/21/2024,neutral,opened,desktop,no,yes
444,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/11/2024,positive,opened,mobile,yes,yes
445,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/7/2024,neutral,opened,desktop,yes,yes
446,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/6/2024,neutral,opened,mobile,yes,yes
447,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Finance and Accounting,3/14/2024,neutral,opened,desktop,yes,yes
448,Constantino FitzGilbert,Professional,Finance and Accounting,Ozzy Jeffries,Professional,Finance and Accounting,Internal Policies and Procedures,3/13/2024,neutral,opened,desktop,yes,yes
449,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,3/4/2024,negative,opened,desktop,yes,yes
450,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,Project Updates,3/19/2024,negative,opened,desktop,yes,yes
451,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,3/5/2024,neutral,opened,mobile,no,yes
452,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,Meeting Scheduling,3/26/2024,positive,opened,desktop,yes,yes
453,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,Operational Issues,3/6/2024,positive,opened,desktop,yes,yes
454,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,Internal Policies and Procedures,3/20/2024,neutral,unopened,mobile,yes,yes
455,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,Operational Issues,3/14/2024,neutral,opened,desktop,yes,yes
456,Elsinore Waterland,Middle level management,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,3/11/2024,neutral,opened,desktop,yes,yes
457,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/30/2024,positive,opened,desktop,no,no
458,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/13/2024,neutral,opened,mobile,yes,yes
459,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Internal Policies and Procedures,3/26/2024,positive,opened,desktop,yes,yes
460,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Meeting Scheduling,3/12/2024,neutral,opened,desktop,no,yes
461,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/5/2024,negative,opened,mobile,no,yes
462,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Meeting Scheduling,3/21/2024,neutral,opened,desktop,yes,yes
463,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Project Updates,3/22/2024,positive,opened,mobile,yes,yes
464,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Operational Issues,3/12/2024,negative,opened,desktop,yes,yes
465,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/29/2024,neutral,opened,desktop,yes,yes
466,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/26/2024,neutral,opened,desktop,yes,yes
467,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Project Updates,3/14/2024,positive,opened,mobile,yes,yes
468,Elsinore Waterland,Middle level management,Human Resources,Elbertine Dowe,Professional,Human Resources,Meeting Scheduling,3/4/2024,neutral,opened,desktop,no,yes
469,Petronilla Mapes,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,Operational Issues,3/23/2024,neutral,opened,mobile,no,no
470,Petronilla Mapes,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,HR related topics,3/8/2024,positive,opened,desktop,yes,yes
471,Petronilla Mapes,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,HR related topics,3/15/2024,negative,opened,desktop,yes,yes
472,Petronilla Mapes,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,HR related topics,3/11/2024,neutral,unopened,desktop,yes,yes
473,Petronilla Mapes,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,Training and Development,3/7/2024,neutral,opened,desktop,yes,yes
474,Elbertine Dowe,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,HR related topics,3/4/2024,neutral,unopened,desktop,yes,yes
475,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/30/2024,neutral,opened,desktop,no,no
476,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,Operational Issues,3/26/2024,neutral,opened,desktop,yes,yes
477,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/19/2024,positive,opened,desktop,no,yes
478,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,Meeting Scheduling,3/7/2024,neutral,opened,mobile,no,yes
479,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/7/2024,neutral,opened,mobile,yes,yes
480,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,3/21/2024,neutral,opened,desktop,yes,yes
481,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,Operational Issues,3/5/2024,neutral,opened,desktop,no,yes
482,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,3/13/2024,neutral,opened,desktop,yes,yes
483,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,Meeting Scheduling,3/25/2024,negative,opened,mobile,yes,yes
484,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,3/25/2024,positive,opened,mobile,yes,yes
485,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,3/13/2024,neutral,opened,desktop,yes,yes
486,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Operational Issues,3/11/2024,neutral,opened,desktop,yes,yes
487,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,3/7/2024,neutral,opened,desktop,yes,yes
488,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Project Updates,3/26/2024,neutral,unopened,desktop,yes,yes
489,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,3/5/2024,negative,opened,desktop,no,yes
490,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Security Alerts,3/18/2024,negative,opened,desktop,yes,yes
491,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Security Alerts,3/26/2024,positive,unopened,desktop,yes,yes
492,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,3/11/2024,positive,opened,mobile,yes,yes
493,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Operational Issues,3/14/2024,neutral,opened,mobile,yes,yes
494,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Meeting Scheduling,3/30/2024,negative,opened,desktop,no,no
495,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Operational Issues,3/25/2024,neutral,opened,mobile,yes,yes
496,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Technical Support,3/13/2024,neutral,opened,desktop,yes,yes
497,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Project Updates,3/14/2024,neutral,unopened,desktop,yes,yes
498,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Security Alerts,3/11/2024,neutral,opened,desktop,yes,yes
499,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Meeting Scheduling,3/26/2024,neutral,opened,mobile,yes,yes
500,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/18/2024,positive,opened,mobile,yes,yes
501,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Meeting Scheduling,3/19/2024,neutral,opened,desktop,no,yes
502,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/18/2024,positive,opened,mobile,no,yes
503,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,3/5/2024,negative,opened,desktop,no,yes
504,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,3/12/2024,positive,opened,desktop,yes,yes
505,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Meeting Scheduling,3/19/2024,neutral,opened,desktop,yes,yes
506,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,3/5/2024,positive,opened,desktop,no,yes
507,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Operational Issues,3/4/2024,neutral,opened,desktop,yes,yes
508,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Internal Policies and Procedures,3/13/2024,positive,opened,desktop,yes,yes
509,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,3/21/2024,positive,opened,desktop,yes,yes
510,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,3/26/2024,neutral,opened,desktop,yes,yes
511,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,3/21/2024,neutral,opened,mobile,yes,yes
512,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,3/5/2024,positive,opened,mobile,yes,yes
513,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,3/5/2024,neutral,opened,desktop,yes,yes
514,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,3/11/2024,neutral,opened,desktop,yes,yes
515,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,3/12/2024,positive,unopened,desktop,yes,yes
516,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,3/6/2024,neutral,opened,desktop,yes,yes
517,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Meeting Scheduling,3/23/2024,positive,opened,desktop,no,no
518,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,3/11/2024,neutral,opened,desktop,yes,yes
519,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,3/5/2024,neutral,opened,desktop,no,yes
520,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),HR related topics,3/13/2024,positive,opened,mobile,no,yes
521,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,3/19/2024,neutral,opened,desktop,yes,yes
522,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Operational Issues,3/21/2024,neutral,opened,desktop,yes,yes
523,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,3/23/2024,negative,opened,desktop,no,no
